,Part Number,Supplier Name,Description,Quantity,Price,Total Cost,Margin %,Months No Sale
54952,61218533905,bmw,thermal protection,1,80.99,57.96,28.43560933448574,7
54962,61218563911,bmw,lithium-ion battery,1,420.99,268.8,36.1505023872301,7
54966,61240052A,ducati,dust cover,14,24.99,235.9,32.57302921168468,45
55032,61311243097,bmw,switch,2,106.99,153.56,28.23628376483784,7
55040,61311243414,bmw,oil pressure switch,2,36.99,48.02,35.09056501757232,7
55050,61311243865,bmw,combination switch left,1,182.99,124.4,32.018143067927205,7
55060,61311244420,bmw,combination switch left,1,182.99,124.4,32.018143067927205,7
55079,61311373585,bmw,relay,2,41.99,56.080000000000005,33.222195760895445,7
55081,61311373588,bmw,mini-relay,1,54.99,35.11,36.15202764138934,7
55084,61311373916,bmw,relay,1,195.99,131.06,33.12924128782081,7
55088,61311459003,bmw,bulb testing device,1,410.99,295.2,28.173434876760997,7
55091,61311459008,bmw,starter relay,1,215.99,154.8,28.33001527848511,7
55098,61311459234,bmw,"switch, heated handlebar gri",1,163.99,118.01000000000002,28.038295017988897,7
55101,61311459306,bmw,additional switch,1,163.99,118.01000000000002,28.038295017988897,7
55113,61311459675,bmw,relay,2,65.99,93.6,29.080163661160785,7
55115,61311459676,bmw,safety relay abs,1,76.99,55.08,28.458241330042867,7
55131,61312300388,bmw,"heated handle, right",1,164.99,103.52,37.25680344263289,7
55137,61312305729,bmw,front stop light switch,2,170.99,244.8,28.416866483420083,7
55139,61312305735,bmw,clutch switch,1,180.99,129.60000000000002,28.39383391347588,7
55144,61312305955,bmw,brake light switch foot brak,1,110.99,79.19999999999999,28.642220019821607,7
55147,61312305988,bmw,brake light switch foot brak,1,110.99,79.19999999999999,28.642220019821607,7
55169,61312316927,bmw,tone sequence control,2,196.99,283.14,28.13340778719732,7
55176,61312346460,bmw,ignition/light switch,2,255.99,367.2000000000001,28.27844837688972,7
55183,61312346552,bmw,stop light switch,1,110.99,79.19999999999999,28.642220019821607,7
55187,61312346566,bmw,starter relay,1,225.99,162.0,28.31541218637993,7
55198,61317650269,bmw,housing,1,215.99,146.2,32.31168109634706,7
55206,61317653173,bmw,"heated handle, left",-1,165.99,102.3,38.36978131212723,3
55208,61317653174,bmw,"heated handle, right",1,225.99,139.5,38.2716049382716,3
55220,61317660446,bmw,lower section of switch hous,1,35.99,25.56,28.98027229786052,7
55225,61317670038,bmw,combination switch f htd han,2,523.99,753.98,28.053970495620145,7
55227,61317671111,bmw,microswitch,1,42.99,30.24,29.65806001395673,5
55230,61317671612,bmw,handle right,3,235.99,437.1,38.26009576676978,2
55232,61317673550,bmw,handle right,1,140.99,86.80000000000001,38.43535002482445,7
55242,61317680531,bmw,left grooved handle,1,165.99,102.3,38.36978131212723,1
55267,61317689823,bmw,light switch,1,176.99,127.43,28.001582010283062,7
55279,61317694850,bmw,handle right,1,140.99,86.80000000000001,38.43535002482445,7
55281,61317694892,bmw,switch-housing upper section,1,57.99,41.040000000000006,29.229177444386963,7
55285,61317694982,bmw,combination switch f htd han,1,523.99,376.99,28.053970495620145,7
55306,61317704617,bmw,combination switch left,1,575.99,414.7000000000001,28.00222226080314,7
55316,61317707943,bmw,voltage regulator,1,340.99,244.8,28.20903838822253,7
55345,61317709496,bmw,right grooved handle,1,135.99,83.70000000000002,38.45135671740569,7
55358,61317714238,bmw,throttle grip,1,235.99,145.7,38.26009576676978,7
55362,61317721851,bmw,handle left,2,165.99,204.6,38.36978131212723,7
55365,61317723713,bmw,handle left,1,165.99,102.3,38.36978131212723,7
55373,61317725696,bmw,combination switch right,2,218.99,332.26,24.13808849719165,7
55378,61317725743,bmw,combination switch left,1,218.99,166.13,24.13808849719165,7
55386,61317727498,bmw,multi-controller,-1,256.99,194.86,24.176037978131447,5
55400,61318388642,bmw,"switch, kickstand",1,175.99,126.0,28.405023012671176,4
55404,61318394246,bmw,combination switch right,1,335.99,254.9,24.134646864490016,7
55423,61318522480,bmw,throttle grip,2,235.99,291.4,38.26009576676978,7
55446,61318534422,bmw,e-throttle grip,1,450.99,279.0,38.1361005787268,7
55455,61318546168,bmw,combination switch right,1,418.99,301.58000000000004,28.0221484999642,7
55459,61318546172,bmw,combination switch right,1,388.99,279.83000000000004,28.06241805701946,7
55463,61318546176,bmw,combination switch right,1,368.99,228.73,38.01187024038592,7
55468,61318546185,bmw,combination switch left,1,453.99,280.89,38.12859314081808,7
55484,61318546225,bmw,combination switch left,1,539.99,334.41,38.07107539028501,7
55491,61318546303,bmw,combination switch left,1,838.99,520.1700000000001,38.000452925541424,7
55494,61318546311,bmw,combination switch left,1,744.99,461.55,38.04614827044659,7
55504,61318549925,bmw,combination switch left,1,989.99,712.52,28.02755583389732,7
55507,61318549965,bmw,combination switch left,1,872.99,628.33,28.02552148363669,3
55515,61318550021,bmw,combination switch left,2,593.99,855.0,28.0290913988451,7
55518,61318550023,bmw,combination switch left,1,640.99,460.8,28.11120298288585,7
55526,61318552117,bmw,handle left,1,165.99,102.3,38.36978131212723,7
55528,61318552118,bmw,e-throttle grip,1,409.99,261.97,36.10331959316081,7
55535,61318562126,bmw,brake light switch foot brake,3,42.99,90.72,29.65806001395673,0
55536,61318562161,bmw,combination switch left,1,719.99,518.2,28.02677814969653,7
55542,61318567189,bmw,aux switch left,1,504.03,342.74,32.000079360355535,7
55544,61318567704,bmw,combination switch right,1,388.99,279.83000000000004,28.06241805701946,7
55545,61318567708,bmw,combination switch right,1,437.99,314.79,28.12849608438549,7
55548,61318567710,bmw,combination switch right,1,471.99,339.27,28.11923981440285,7
55550,61318567720,bmw,combination switch right,1,485.99,349.77,28.029383320644456,7
55555,61319480153,bmw,combination switch left,-1,621.99,472.03,24.109712374797024,5
55587,61327708268,bmw,rear stop light switch,1,110.99,79.19999999999999,28.642220019821607,7
55611,61337691448,bmw,horn,1,73.99,52.92,28.47682119205298,7
55614,61338015200,cycle works moto internationalrsports,oil filter,1,31.0,21.58,30.38709677419355,0
55663,61340751A,ducati,front brake pads set,2,117.99,147.89999999999998,37.32519705059751,7
55696,61341598766,bmw,usb charging socket,3,49.99,100.89,32.72654530906181,5
55702,61347714741,bmw,plug-in socket,2,63.99,86.78,32.19253008282544,7
55705,61347921643,bmw,adapter lead,2,91.99,124.36,32.40569627133384,3
55711,61349899950,bmw,adapter lead,1,44.99,30.300000000000004,32.651700377861744,0
55712,61352306365,bmw,fuel level indicator relay,1,185.99,133.20000000000002,28.383246411097367,7
55716,61357663945,bmw,"retrofit kit, starter module",1,405.99,291.6,28.175570826867656,7
55736,61357915091,bmw,angular rate sensor,1,555.99,399.6,28.128203744671666,7
55757,61361393415,bmw,"minirelay, change-over conta",1,24.99,15.98,36.054421768707485,7
55758,61361393417,bmw,"mini-relay for opener, blue",1,50.99,32.28,36.6934693077074,7
55760,61362306352,bmw,"mini relay, opener, turquois",1,62.99,44.64,29.13160819177648,7
55764,61362306888,bmw,starter relay,2,81.99,116.64,28.869374313940728,7
55770,61367662056,bmw,diodei-relay w.notch lock,3,61.99,132.84,28.56912405226649,7
55777,61368366623,bmw,plug connector light grey,1,25.99,17.13,34.09003462870335,7
55867,61911301A,ducati,rear master cylinder-cpu line,1,90.99,81.22999999999999,10.726453456423783,7
55869,61911341A,ducati,cpu-rear caliper line,3,60.99,164.49,10.100016396130512,7
55871,61911361A,ducati,rear master cylinder-cpu line,3,60.99,164.49,10.100016396130512,7
55873,61911381A,ducati,cpu-rear caliper line,2,54.99,97.48,11.365702855064557,7
55875,61911401A,ducati,rear master cylinder-cpu line,2,47.99,85.28,11.148155865805377,7
55877,61911481A,ducati,cpu-rear caliper line,2,78.99,142.14,10.026585643752377,7
55879,61911491A,ducati,rear master cylinder-cpu line,6,56.99,304.62,10.91419547288998,7
55881,61911511A,ducati,rear master cylinder-cpu line,1,184.99,165.70000000000002,10.427590680577326,7
55883,61911541A,ducati,rear master cylinder-cpu line,1,92.99,83.25999999999999,10.46349069792451,7
55885,61911551A,ducati,cpu-rear caliper line,1,106.99,95.74,10.515001402000188,7
55888,61911721A,ducati,cpu-rear caliper line,1,299.99,269.27,10.24034134471149,7
55956,620063,parts canada/power twins,fork oil factory line 7.5w 1l,1,31.99,21.41,33.072835261019065,0
56043,62115A73B94,bmw,instrument cluster,1,3020.99,2295.2,24.024905742819406,3
56072,62117712824,bmw,instruments combination cove,1,530.99,381.6,28.13423981619239,7
56112,62121350549,bmw,speedo cable,1,126.99,84.81,33.21521379636192,7
56132,62122306884,bmw,resetting knob,4,31.99,89.28,30.2281963113473,7
56263,6251722,thibault canada,90/90-21 54t tl tkc70 m+s,1,241.99,157.29000000000002,35.00144634075788,0
56376,62640271A,ducati,"lever, front brake",2,175.99,245.64,30.211943860446617,7
56385,62640551A,ducati,clutch lever,1,175.99,106.97,39.21813739417012,7
56663,63121356403,bmw,gasket,1,41.99,26.56,36.74684448678256,7
56709,63122350621,bmw,"adjusting element, headlight",1,23.99,16.74,30.220925385577324,7
56732,63127674841,bmw,"blind rivet nut, flat headed",14,21.99,194.88,36.69849931787176,7
56755,63127690572,bmw,"ventilation, headlight",2,33.99,47.88,29.567519858781992,7
56822,63128531736,bmw,fan,1,370.99,266.4,28.192134558882987,7
56853,63131459325,bmw,bracket front left,1,75.99,51.75,31.898934070272407,7
56859,63132305378,bmw,front right turn indicator,1,105.99,69.3,34.6164732521936,7
56877,63132306318,bmw,turn indicator holder,1,180.99,136.8,24.41571357533565,7
56879,63132306433,bmw,left turn indicator,1,80.99,53.13,34.39930855661193,7
56883,63132306493,bmw,turn indicator,1,83.99,55.11,34.38504583879033,7
56899,63132346589,bmw,front left turn indicator,-1,83.99,55.11,34.38504583879033,4
56903,63137108377,bmw,turn signal holder,2,215.0,311.6,27.534883720930235,5
56911,63137654890,bmw,front right turn indicator,1,76.99,50.49,34.42005455253929,7
56923,63137658967,bmw,left turn indicator,1,80.99,53.13,34.39930855661193,7
56927,63137667767,bmw,lamp lens,3,29.99,62.64,30.37679226408803,0
56943,63137672645,bmw,turn indicator holder,1,215.99,163.4,24.34834946062318,7
56945,63137675435,bmw,"turn signal lamp, white",1,120.99,79.19999999999999,34.54004463178775,7
56965,63137690149,bmw,bulb socket,1,34.99,24.480000000000004,30.03715347242069,7
56968,63137696902,bmw,front right turn indicator,1,83.99,55.11,34.38504583879033,7
56973,63137707958,bmw,turn indicator glass,1,29.99,20.88,30.37679226408803,7
56985,63137717871,bmw,"led turn signal, front left",1,275.99,181.5,34.2367477082503,0
56995,63138534350,bmw,lamp lens,3,29.99,62.64,30.37679226408803,2
56997,63138534351,bmw,lamp lens,2,29.99,41.76,30.37679226408803,7
57001,63138534353,bmw,turn indicator,1,83.99,55.11,34.38504583879033,7
57013,63138557188,bmw,led turn indicator,3,105.99,207.9,34.6164732521936,7
57016,63138557204,bmw,led turn indicator,6,105.99,415.8,34.6164732521936,0
57022,63140171A,ducati,clutch lever,3,175.99,320.91,39.21813739417012,71
57033,63140511A,ducati,"lever, front brake",1,211.99,144.77,31.7090428793811,45
57037,63140601A,ducati,"lever, front brake",-1,194.99,136.04000000000002,30.232319606133647,6
57059,63141459994,bmw,"reflector, yellow",11,21.99,170.27999999999997,29.6043656207367,7
57065,63142305718,bmw,reflector,1,21.99,15.48,29.6043656207367,7
57068,63142305743,bmw,"reflector, red",6,21.99,92.88,29.6043656207367,7
57077,63147665234,bmw,reflector bracket,1,28.99,20.7,28.59606760952052,7
57085,63147695306,bmw,license plate holder,3,85.99,184.68,28.410280265147115,0
57093,63148406746,bmw,rear reflector red,12,26.99,231.12,28.640237124861063,7
57100,63148529376,bmw,rear reflector yellow,2,21.99,30.96,29.6043656207367,6
57101,63148529378,bmw,rear reflector yellow,2,21.99,30.96,29.6043656207367,7
57104,63148549854,bmw,license plate holder,1,59.99,42.84,28.58809801633605,7
57111,63148566741,bmw,"reflector, red",6,21.99,92.88,29.6043656207367,7
57183,63210852A,ducati,clutch oil hose,2,63.99,98.54,23.003594311611188,45
57209,63212346438,bmw,rear reflector red,8,26.99,154.07999999999998,28.640237124861063,2
57213,63212346581,bmw,rear reflector red,3,26.99,57.78,28.640237124861063,7
57257,63217650005,bmw,lamp lens,1,84.99,60.84,28.41510765972468,7
57265,63217659772,bmw,hollow bolt,2,24.99,31.84,36.29451780712285,7
57288,63217714557,bmw,led taillight,1,290.99,186.19,36.01498333276057,7
57296,63218528398,bmw,led taillight,1,300.99,216.0,28.23681849895345,7
57334,63232306484,bmw,turn indicator holder,1,35.99,27.17,24.50680744651292,7
57337,63232346501,bmw,turn indicator glass,1,29.99,20.88,30.37679226408803,7
57341,63237654309,bmw,rear left turn indicator,-1,83.99,55.11,34.38504583879033,4
57350,63237710575,bmw,"led turn signal, rear left",2,76.99,103.36,32.87439927263281,4
57356,63237924982,bmw,multifunctional turn signal,1,148.99,94.82,36.3581448419357,0
57357,63238522500,bmw,led turn indicator,2,87.99,111.54,36.61779747698602,7
57367,63238557203,bmw,led turn indicator,2,105.99,138.6,34.6164732521936,1
57374,63262305659,bmw,registration plate light,1,60.99,43.56,28.578455484505653,7
57375,63267193294,bmw,"license plate lamp, led",2,27.99,35.64,36.334405144694536,7
57381,63268396334,bmw,registration plate light,1,61.99,43.92,29.14986288110985,7
57537,64511-22D11,suzuki,sprocket rear 43,1,71.99,46.31999999999999,35.65773024031116,0
57615,65-08049,zero moto internationalrcycles,led turn signal clear,-1,85.99,55.52,35.43435283172462,5
57642,65010071C,ducati,switch,1,91.99,62.61999999999999,31.92738341124036,45
57650,65010121E,ducati,right handle switch,1,113.99,79.44,30.30967628739363,7
57656,65010243C,ducati,right switch,1,157.99,107.48000000000002,31.970377872017213,48
57712,6511137,thibault canada,exo-gt920/3000 faceshield e/c-,2,59.99,89.98,25.00416736122687,7
57734,65138543457,bmw,"loudspeaker box, left",1,525.99,378.0,28.135515884332403,7
57736,65138543458,bmw,"loudspeaker box, right",1,525.99,378.0,28.135515884332403,7
57750,65147724048,bmw,usb/aux connection wire,1,250.99,180.0,28.283995378301924,7
57751,65147727885,bmw,control unit for audio syste,1,465.99,334.8,28.152964655893904,7
57759,6520484,thibault canada,clutch men pant lg,1,579.99,434.99,25.00043104191452,2
57760,6520484,thibault canada,clutch men pant lg,1,579.99,434.99,25.00043104191452,2
57761,6520755,thibault canada,covert ultra jeans blue 38,1,299.99,224.99,25.00083336111204,2
57762,6520776,thibault canada,covert tactical pocket,5,29.99,112.45,25.008336112037348,2
57784,65217728902,bmw,antenna cable,2,90.99,129.6,28.783382789317518,7
57789,65218535106,bmw,earth strap,1,39.99,26.300000000000004,34.2335583895974,7
57791,65218546262,bmw,antenna audio system,1,190.99,136.8,28.373213257238596,7
57793,65219827802,bmw,foil antenna,1,270.99,194.4,28.26303553636665,1
57861,65520011A,ducati,starter control,1,111.99,76.37,31.80641128672203,41
57867,65520051A,ducati,starter control,1,106.99,83.0,22.42265632302084,41
57872,65520062A,ducati,starter control,1,90.99,61.83,32.047477744807125,41
57875,65610132A,ducati,throttle transmission,1,87.99,69.83,20.638708944198207,7
57878,65610142D,ducati,throttle opening cable,1,61.99,48.17,22.29391837393128,41
57882,65610152D,ducati,throttle closing cable,1,61.99,48.17,22.29391837393128,41
57885,65610183A,ducati,throttle cable,1,74.99,58.13999999999999,22.469662621682897,41
57902,65620723B,ducati,cables unit,1,47.99,37.05,22.79641591998333,41
57911,65737689853,bmw,plug-in socket,1,56.99,35.17,38.28741884541147,7
57944,65908354256,bmw,mount cradle without audio m,1,204.99,138.87,32.25523196253476,0
57957,65908524473,bmw,bow,1,85.99,57.89999999999999,32.666589138271895,1
57961,65908535826,bmw,mount cradle,1,204.99,138.87,32.25523196253476,7
58104,66-12416,full bore,headlight guard,1,112.99,68.99,38.94149924772104,7
58106,66-12418,full bore,r1200gs headlight guard,1,159.0,100.27,36.937106918239,7
58141,66-12700,full bore,brake resevoir guard f650,1,40.49,24.64,39.14546801679427,7
58143,66-12708,full bore,upper crash bar,3,368.0,690.5699999999999,37.44836956521739,7
58150,66-12837,full bore,rear axle slider kit,4,99.99,242.24,39.43394339433944,0
58160,66-12895,full bore,mirror extension - universal.,6,86.99,319.26,38.83204966088056,24
58172,66-13093,full bore,"quick-lock,evo,ducati",1,55.45,35.24,36.44724977457169,45
58211,66-14282,full bore,"upper,crash,bar,r1250gs,blk",3,349.99,922.29,12.160347438498244,7
58221,66-14461,full bore,f750 risers,1,156.95,95.0,39.47116916215356,7
58233,66-14547,full bore,"s-stand,plate,tiger800,18+",2,84.99,116.56,31.42722673255677,48
58236,66-14613,full bore,"ion,footrest,xtz700",1,169.99,119.48000000000002,29.71351255956232,24
58267,66020031E,ducati,throttle control,2,143.99,180.6,37.28731161886242,45
58275,66020071D,ducati,throttle control,1,229.99,183.98,20.00521761815731,45
58306,66127108715,bmw,keyless ride control unit,-1,1010.99,808.0,20.078339053798757,6
58308,66127108718,bmw,key fob transmitter keyless,1,250.99,200.0,20.31555042033547,0
58311,66128549911,bmw,emergency code,9,97.99,702.0,20.400040820491885,1
58312,66128549911,bmw,emergency code,9,97.99,702.0,20.400040820491885,1
58313,66128549911,bmw,emergency code,9,97.99,702.0,20.400040820491885,1
58314,66128549911,bmw,emergency code,9,97.99,702.0,20.400040820491885,1
58315,66128549911,bmw,emergency code,9,97.99,702.0,20.400040820491885,1
58468,67090301A,ducati,spark plug champion rg59v,4,91.99,291.88,20.67616045222307,7
58484,67110181A,ducati,h.v. cable,1,186.99,149.05,20.28985507246377,7
58486,67110191A,ducati,h.v. cable,1,173.99,138.49,20.40347146387723,7
58499,67110591D,ducati,"spark plug cable, vertical hea",1,79.99,63.34,20.815101887735967,45
58517,67118529514,bmw,actuator,1,140.99,106.4,24.533654869139657,7
58520,67118566852,bmw,central locking actuator,1,125.99,95.0,24.597190253194697,7
58810,6822006,thibault canada,muc-off speed polish,2,20.99,27.28,35.016674606955696,0
59034,69910171AA,ducati,cap l.h. red,1,166.99,116.88,30.00778489729924,7
